anno	id	gene	ens_id	r	std_err	t	p	padj	logpadj	sig
CTCF	CTCF_13156	CELF1	ENSG00000149187	0.0187919241034314	0.288624159243541	0.0651086317676367	0.949159601793821	0.977653270502319	0.00981514256091124	FALSE
CTCF	CTCF_13156	PSMC3	ENSG00000165916	0.665220701856958	0.215538360433616	3.08632162051655	0.00942653897912522	0.079372910607597	1.10032769380749	TRUE
CTCF	CTCF_13291	FAM111A	ENSG00000166801	-0.500962952097597	0.260948640127039	-1.91977605958671	0.0811836114021728	0.296496667729674	0.527980183226352	FALSE
CTCF	CTCF_13291	FAM111B	ENSG00000189057	-0.582484180997474	0.245081095834105	-2.37669975733974	0.0367146402973451	0.162317357104052	0.789635037219602	FALSE
CTCF	CTCF_14460	KIAA1731	ENSG00000166004	-0.413512787587153	0.274525570013218	-1.50628150072594	0.160160836288845	0.397373146086914	0.400801485239112	FALSE
CTCF	CTCF_14460	TAF1D	ENSG00000166012	0.184265300541917	0.296348428070159	0.621785989356735	0.546753365372012	0.795640884758141	0.09928290834217	FALSE
CTCF	CTCF_215	ACOT7	ENSG00000097021	0.0495724536688764	0.315838973503469	0.156954834037706	0.878404131084285	0.944538973731165	0.0247801174380967	FALSE
CTCF	CTCF_27027	KIAA0430	ENSG00000166783	-0.0653464242567979	0.332620879420274	-0.196459177098835	0.848615352740782	0.944538973731165	0.0247801174380967	FALSE
CTCF	CTCF_30825	MTMR4	ENSG00000108389	-0.453874259410772	0.297021914014648	-1.52808341066844	0.16084151151137	0.397373146086914	0.400801485239112	FALSE
CTCF	CTCF_31284	BCAS3	ENSG00000141376	0.576588292584511	0.246345275219831	2.34056972300354	0.039132951539245	0.164358396464829	0.784208104510881	FALSE
CTCF	CTCF_31286	BCAS3	ENSG00000141376	-0.128934838880628	0.298994649894796	-0.431227913027858	0.674632077875894	0.863618600308281	0.0636780125579818	FALSE
CTCF	CTCF_31292	BCAS3	ENSG00000141376	0.938180347108557	0.109461242592649	8.57089070877731	6.40623188285409e-06	0.000269061739079872	3.57014805507115	TRUE
CTCF	CTCF_31305	BCAS3	ENSG00000141376	-0.302518100993492	0.287383620487777	-1.05266298921291	0.315070135625625	0.63014027125125	0.200562764436104	FALSE
CTCF	CTCF_31315	BCAS3	ENSG00000141376	0.0825379078283348	0.300482565485968	0.274684515205888	0.78864907379222	0.923207017224405	0.0347009031373743	FALSE
CTCF	CTCF_31316	BCAS3	ENSG00000141376	-0.67303968324069	0.213505968843823	-3.15232256449473	0.00833888667755839	0.079372910607597	1.10032769380749	TRUE
CTCF	CTCF_31318	BCAS3	ENSG00000141376	-0.0528189047898617	0.33286803579677	-0.158678212113192	0.877425945136176	0.944538973731165	0.0247801174380967	FALSE
CTCF	CTCF_31643	TEX2	ENSG00000136478	0.412442643826542	0.288078299348176	1.43170327219982	0.182732919470611	0.426376812098092	0.370206421832498	FALSE
CTCF	CTCF_31644	TEX2	ENSG00000136478	0.526861658483224	0.283317017730297	1.85961882100838	0.0958715826420258	0.29824183706951	0.525431434209784	FALSE
CTCF	CTCF_31644	CEP95	ENSG00000258890	-0.143613932198654	0.329877930028407	-0.435354775587098	0.673558747411173	0.863618600308281	0.0636780125579818	FALSE
CTCF	CTCF_32123	FDXR	ENSG00000161513	-0.976977432208002	0.0643252367810067	-15.1880891715034	9.99485472544621e-09	8.39567796937481e-07	6.07594422787974	TRUE
CTCF	CTCF_32123	ICT1	ENSG00000167862	-0.270924061529111	0.290235038434302	-0.933464350102711	0.370617793589242	0.676780318728181	0.169552279389881	FALSE
CTCF	CTCF_34391	LPHN1	ENSG00000072071	0.388946833695814	0.307086734139107	1.26656996364951	0.237105052300911	0.485776204714062	0.313563762512524	FALSE
CTCF	CTCF_34391	ASF1B	ENSG00000105011	0.473182057686065	0.293654888201928	1.61135426889502	0.141562045688381	0.378890924488082	0.421485797184628	FALSE
CTCF	CTCF_37087	ZFP36L2	ENSG00000152518	0.244393524340236	0.323225378070706	0.756108712128334	0.468911726218397	0.76423186994805	0.116774855349553	FALSE
CTCF	CTCF_371	PGD	ENSG00000142657	-0.624684794886471	0.235443277677284	-2.65322841683639	0.0224565807862331	0.120114871469772	0.92040321909649	FALSE
CTCF	CTCF_371	DFFA	ENSG00000160049	0.0757252475272412	0.300645621483158	0.251875437778439	0.805781265308974	0.925108206017504	0.0338074666902642	FALSE
