anno	id	gene	ens_id	r.met	std_err.met	t.met	p.met	padj.met	logpadj.met	sig.met	r.acc	std_err.acc	t.acc	p.acc	padj.acc	logpadj.acc	sig.acc	sig
CGI_promoter	ENSG00000006756	ARSD	ENSG00000006756	0.297480384010445	0.301911480591414	0.98532319283689	0.347704753665516	0.611926029256269	0.213301072997276	FALSE	0.205995314783125	0.309445622086886	0.665691482057179	0.52066709381691	0.728921114699479	0.13731946935619	FALSE	FALSE
CGI_promoter	ENSG00000025796	SEC63	ENSG00000025796	0.332731075100504	0.298209663100052	1.11576221790261	0.290617727949328	0.561860940702033	0.250371158022885	FALSE	0.306475363860875	0.30101044024192	1.01815526270306	0.332604410322298	0.572079585754352	0.242543549441848	FALSE	FALSE
CGI_promoter	ENSG00000047056	WDR37	ENSG00000047056	0.420932117794309	0.27349857107973	1.53906514440837	0.152044067814889	0.421012254094761	0.375705263289546	FALSE	0.0556437347593165	0.315737830293114	0.176233980919106	0.86362798542327	0.937601289523676	0.0279818040215564	FALSE	FALSE
CGI_promoter	ENSG00000052802	MSMO1	ENSG00000052802	0.508790916882393	0.272237360202081	1.86892392912097	0.0911690258296326	0.352520233207913	0.452815951244585	FALSE	-0.35031181039756	0.296189404857092	-1.18272903977299	0.264273582325782	0.476772836841192	0.321688495604281	FALSE	FALSE
CGI_promoter	ENSG00000059588	TARBP1	ENSG00000059588	0.500296367598837	0.249950585877724	2.00158109588742	0.068464818116016	0.313790628164131	0.503360031422706	FALSE	0.000226530558833202	0.316227757903051	0.000716352543923899	0.999442522491015	0.999442522491015	0.000242176916303194	FALSE	FALSE
CGI_promoter	ENSG00000062194	GPBP1	ENSG00000062194	0.354378573180989	0.281943873665117	1.25691176961663	0.234819403143708	0.516576676258961	0.286865206371568	FALSE	-0.192464572900742	0.310315547173862	-0.620222140506896	0.548983790867775	0.744342887618019	0.128226957067185	FALSE	FALSE
CGI_promoter	ENSG00000063244	U2AF2	ENSG00000063244	0.322272606258244	0.273273423402203	1.17930460359449	0.26113014710642	0.537076189084126	0.269964101354903	FALSE	0.783821694332261	0.196373000051969	3.99149421827252	0.00255313359641294	0.0256164404173431	1.59148121863927	TRUE	FALSE
CGI_promoter	ENSG00000067064	IDI1	ENSG00000067064	0.536843073408794	0.254379729490632	2.110400362811	0.0585362220936858	0.309612198462506	0.50918193681153	FALSE	-0.470074597912484	0.279111066136299	-1.68418473842571	0.123050894486933	0.324897537197955	0.48825358069993	FALSE	FALSE
CGI_promoter	ENSG00000068796	KIF2A	ENSG00000068796	0.610013563735273	0.250576026798054	2.43444503263235	0.035181700943692	0.24983939849202	0.602339074374684	FALSE	0.280608292823559	0.303522484504632	0.924505785070681	0.376992814547268	0.607404716433925	0.216521840153553	FALSE	FALSE
CGI_promoter	ENSG00000073921	PICALM	ENSG00000073921	0.181715921545156	0.283869002043929	0.640140065441297	0.534113614331548	0.747219652425609	0.126551714363938	FALSE	0.7178983195081	0.220141318894806	3.26107939714464	0.00855848967019131	0.0599094276913392	1.22250482916077	TRUE	FALSE
CGI_promoter	ENSG00000106723	SPIN1	ENSG00000106723	0.0124895941275648	0.333307333992473	0.0374717051015952	0.970926900192744	0.987960705459284	0.00526032843015721	FALSE	0.630844276293751	0.245364116990935	2.57105351846153	0.0278403101605053	0.130936458723626	0.882939409080629	FALSE	FALSE
CGI_promoter	ENSG00000107099	DOCK8	ENSG00000107099	-0.0569303622625774	0.2882069473273	-0.197532928302124	0.846716980120252	0.922622553994874	0.0349759330403525	FALSE	-0.250437688571276	0.306150447352781	-0.818021631968068	0.432404368499828	0.643011094240636	0.191781533878385	FALSE	FALSE
CGI_promoter	ENSG00000110917	MLEC	ENSG00000110917	-0.23405557971101	0.32407440599792	-0.722227906243581	0.488494264803554	0.708316683965153	0.149772528540921	FALSE	0.280888505308675	0.30349656465691	0.925508022228217	0.376496260306211	0.607404716433925	0.216521840153553	FALSE	FALSE
CGI_promoter	ENSG00000112378	PERP	ENSG00000112378	-0.236139077632662	0.280511190509814	-0.841816959970448	0.41635192733747	0.667083198496499	0.17581999757579	FALSE	-0.380241358803135	0.292475043218314	-1.30008138342015	0.222738986316027	0.431823547154703	0.364693679462357	FALSE	FALSE
CGI_promoter	ENSG00000113739	STC2	ENSG00000113739	-0.206422081406721	0.2824579503082	-0.730806412712002	0.47892415977716	0.708316683965153	0.149772528540921	FALSE	-0.153826676325354	0.312463974507573	-0.492302117605001	0.633134235296812	0.815034603519443	0.0888239522434306	FALSE	FALSE
CGI_promoter	ENSG00000113851	CRBN	ENSG00000113851	0.542742590928608	0.253239103685915	2.14320214780793	0.0552966952491206	0.302566823061226	0.519178694790585	FALSE	0.694411327051903	0.227550633675676	3.0516782829163	0.0122166810978832	0.0750453267441394	1.12467634715721	TRUE	TRUE
CGI_promoter	ENSG00000114023	FAM162A	ENSG00000114023	0.39136249649439	0.291004363599187	1.34486813755628	0.208374527185006	0.482708565616715	0.31631499459944	FALSE	-0.0755403585138056	0.315324222703491	-0.239564083806015	0.815507068338638	0.908416238930364	0.0417151108957048	FALSE	FALSE
CGI_promoter	ENSG00000115084	SLC35F5	ENSG00000115084	0.768781190904966	0.202231422017139	3.80149228659339	0.00347729823620542	0.0762752354690292	1.11761644297442	TRUE	0.830464374878547	0.17616155144003	4.71422037379852	0.000823618210449009	0.0112685946065978	1.94813024479319	TRUE	TRUE
CGI_promoter	ENSG00000115677	HDLBP	ENSG00000115677	-0.517894922725863	0.25792614323674	-2.00791946185349	0.0698493205342364	0.313790628164131	0.503360031422706	FALSE	-0.143981716230225	0.312932782781127	-0.46010429124944	0.655283086577174	0.825272841254098	0.0834024467694333	FALSE	FALSE
CGI_promoter	ENSG00000117139	KDM5B	ENSG00000117139	0.460663035740971	0.295858368424622	1.55703905958076	0.153887237703602	0.421012254094761	0.375705263289546	FALSE	0.750641406317485	0.208934793445637	3.59270657576138	0.00490698507979952	0.0410278474727682	1.38692126770824	TRUE	FALSE
CGI_promoter	ENSG00000117479	SLC19A2	ENSG00000117479	-0.359207278759555	0.295122030842524	-1.21714830212465	0.251491463425437	0.527469417842199	0.277802715267045	FALSE	-0.317693728949593	0.299845075761818	-1.05952625082279	0.314280819633526	0.54999143435867	0.259644074214359	FALSE	FALSE
CGI_promoter	ENSG00000119772	DNMT3A	ENSG00000119772	-0.144603032554954	0.285641086414389	-0.506240311469665	0.621859720379576	0.793637588138007	0.100377771380162	FALSE	0.549435495900443	0.264219725956378	2.07946433186125	0.0642555377198348	0.219783146064435	0.658005614241261	FALSE	FALSE
CGI_promoter	ENSG00000120594	PLXDC2	ENSG00000120594	-0.340730021143899	0.313387061473557	-1.08724980393822	0.305185240896893	0.574699479611032	0.240559196118712	FALSE	0.406106106982951	0.288977132290974	1.40532264184157	0.190222878764688	0.400866707606426	0.397000010856505	FALSE	FALSE
CGI_promoter	ENSG00000120802	TMPO	ENSG00000120802	0.755879968116116	0.188998561238082	3.99939535605212	0.00176361401701311	0.0579486517348819	1.23695666411648	TRUE	0.0601907342309662	0.315654411582151	0.190685547302422	0.852587566572258	0.929814701225542	0.0316035915034842	FALSE	FALSE
CGI_promoter	ENSG00000123908	AGO2	ENSG00000123908	-0.0312097148989083	0.288534508868513	-0.108166316123839	0.915651321192347	0.956042763725323	0.0195226813279124	FALSE	0.12176158779753	0.313874834247192	0.38793039298473	0.706197250046785	0.840179337012182	0.0756280035073066	FALSE	FALSE
CGI_promoter	ENSG00000130193	THEM6	ENSG00000130193	0.164996583634246	0.284718593144914	0.579507582598469	0.572965715130052	0.766507514260206	0.115483583293954	FALSE	-0.510904848936153	0.271841173359285	-1.879424086582	0.0896085793242701	0.254454550722691	0.594389777700568	FALSE	FALSE
